ClassName,Time,GroupNo
users.tests.apis.test_radio_stations.TestRadioStationAPIAsDispatcher,5.037000000000001,2
service_regions.tests.test_serviceregions.TestIsRouteAllowed,4.791,2
payments_engine.tests.tests_payment_utils.TestPaymentUtils,4.715,2
trips.tests.serializers.test_trips.TestPassengerValidation,4.662999999999999,2
driver_scheduling.tests.apis.test_slots.TestSlotsAPIAsServiceManagerWithoutSlotPermission,4.602,2
trips.tests.apis.test_scheduled_trip_requests.TestScheduledTripConversion,4.5889999999999995,2
trips.tests.apis.test_scheduled_trip_requests.TestScheduledTripRequestSummary,4.449,2
users.tests.signals.test_charge_registration_fee.TestDriverLicenseSignals,4.367,2
vehicle_lifecycle.tests.test_mon_offre_report.TestMonOffreReport,4.2219999999999995,2
hardware_sdk_continental.tests.test_vehicle_actions.TestContinentalVehicleActionsAPI,4.188,2
trips.tests.apis.test_trips.TestTripSummaryAsDispatcher,4.138,2
rentals.tests.apis.v3.test_rentals.TestRentalAPIStationsAsDispatcher,4.057,2
rentals.tests.models.test_rentals.TestScheduledRentalRequestFactory,3.974,2
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,3.943000000000001,2
users.tests.apis.test_staff.TestStaffAPIViaBusinessAdmin,3.7750000000000004,2
app_logging.tests.utils.test_customer_device_context_utils.TestMFAUntrustedDeviceAndSendCode,3.7190000000000003,2
users.tests.apis.v2.test_carsharing_customers.TestCustomerCreation,3.6630000000000003,2
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,3.5430000000000006,2
services.tests.apis.test_outages.OutageTestCase,3.469,2
vehicles.tests.apis.v2.test_carsharing_vehicles.TestVehicleApiAsDispatcherForVehicleAceess,3.384,2
trips.tests.utils.test_dispatch_utils.TestDispatchUtils,3.37,2
vehicles.tests.apis.v3.test_event_reports.TestEventReportAsCustomer,3.299,2
hardware_sdk_mensa.tests.test_interface.TestGetRentalSummary,3.264,2
vehicle_automation.tests.test_automation_apis.TestDTCAlertOrder,3.1689999999999996,2
phone_messaging.tests.models.test_sip_trunking.SipTrunkingTestCase,3.1550000000000002,2
payments.tests.utils.test_carsharing_payment_utils.TestScheduledRentalRequestPaymentLifecycleStateChangeEventsToDataPipeline,3.049,2
users.tests.apis.v3.test_customers.TestCustomerAssociateBusinessEntityAPIFromBusinessAdmin,3.002,2
vehicle_blocks.tests.test_vehicle_blocks.TestCreateVehicleBlockAPI,2.9750000000000005,2
rentals.tests.apis.v3.test_scheduling.TestSRDateTimeAPIPeriodNotContiguousMidDayBreak,2.883,2
users.tests.apis.test_customers.TestDownloadCustomerData,2.8489999999999998,2
vehicles.tests.apis.v2.test_carsharing_vehicles.VehiclesAPITestCase,2.8269999999999995,2
vehicles.tests.models.test_carsharing_vehicles_2.TestCarsharingVehiclesInServiceUpdateFirebase,2.768,2
payments.tests.apis.v3.test_addon.TestAddonAssociationAPI,2.749,2
services.tests.apis.test_services.TestDefaultRadioStation,2.723,2
services.tests.apis.test_services.TestServiceWithMarketInformationAdded,2.65,2
payments.tests.utils.test_carsharing_payment_utils.TestScheduledRentalRequestsPaymentUtilsCreateUpdatePayment,2.612,2
vehicle_automation.tests.test_automation_apis.AutomationTypesAPITestCase,2.5860000000000003,2
payments.tests.payment_providers.test_braintree_api.TestBrainTreeSubscription,2.5309999999999997,2
promotions.tests.apis.test_credits.CreditBalanceAPITest,2.4810000000000003,2
rentals.tests.apis.v3.test_scheduling.TestSRDateTimeAPIPeriodThroughWeekNonContiguousMidDayBreak,2.4560000000000004,2
payments.tests.signals.test_credit_cards.TestCreditCardSignals,2.4130000000000003,2
services.tests.apis.test_services.TestServicesAPIForAccessRestrictionsAsDispatcher,2.356,2
rider_ivrs.tests.views.test_patch_thru_numbers.TestServicePatchThruNumbers,2.3350000000000004,2
payments_engine.tests.test_paytm_apis.TestPayTMValidation,2.2910000000000004,2
rentals.tests.apis.v3.test_rentals.TestRentalAPIStations,2.266,2
hardware_sdk_geotab.tests.test_vendor_tasks.TestGeotabStripData,2.254,2
payments.tests.utils.test_carsharing_payment_utils.TestCreateOrUpdatePaymentCallsPromotionEligibilityTask,2.207,2
rentals.tests.apis.v3.test_scheduling.TestSRDateTimeAPIPeriodContiguousMidWeekBreak,2.1879999999999997,2
users.tests.utils.test_notifications.PasswordResetBusinessAdminTestCase,2.1559999999999997,2
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsCustomer,2.1160000000000005,2
pricing_engine.tests.test_engine.TestTollsPricing,2.077,2
rentals.tests.apis.v3.test_scheduling.TestSRDateTimeAPIPeriodContiguousMidDayBreak,2.076,2
rentals.tests.apis.v3.test_scheduling.TestScheduledRentalRequestEndTimeUpdateAsCustomer,1.993,2
users.tests.tasks.test_carsharing_customers.TestCustomerTasks,1.9909999999999999,2
payments_engine.tests.test_trips_by_payment_mode.TestTripDebit,1.9689999999999999,2
payments.tests.utils.test_create_trip_payment.TestTripUsePromos,1.9340000000000002,2
rentals.tests.apis.v2.test_rentals.TestRentalAPIV2Stations,1.9020000000000001,2
vehicle_lifecycle.tests.test_state_initialization.TestInitStateUsingVehicleVendorRecords,1.843,2
vehicle_conditions.tests.apis.test_vehicle_condition.TestVehicleConditionApiAsDispatcher,1.794,2
manual_identity_verification.tests.api.test_identity_profile.TestCompleteSubmission,1.787,2
hardware_sdk_mensa.tests.test_webhooks.TestMensaValidateEndRental,1.7810000000000001,2
fleet_rentals.tests.apis.test_fleet_rentals.TestV3FleetRentalsAsCustomer,1.702,2
payments.tests.utils.test_payment_utils.TestTipPaymentTestCase,1.682,2
vehicle_automation.tests.test_automations.TestAutomationAlert,1.65,2
vehicle_lifecycle.tests.test_apis.LifeCycleAPITestCaseAsSuperUser,1.602,2
phone_messaging.tests.utils.test_send_sms.TestSimpleMessageRouting,1.594,2
trips.tests.apis.test_dispatch_trip.TripAndTripTaskAPITestCase,1.576,2
services.tests.apis.v3.test_carsharing_services.CarsharingServicesAPIV3TestBase,1.5599999999999998,2
locations.tests.utils.test_favorite_locations.TestFavoriteLocations,1.5110000000000001,2
vehicle_cameras.tests.test_serializers.TestForgottenObjectsReportsV1,1.467,2
vehicles.tests.apis.test_vehicle_types.TestVehicleTypeAsDispatcher,1.463,2
rentals.tests.apis.v3.test_scheduling.TestScheduledRentalsValetSupplierPermissions,1.446,2
damages.tests.apis.test_damage_report_apis.TestDamageRulesAPI,1.395,2
vehicle_conditions.tests.apis.test_vehicle_condition.TestVehicleConditionImageUploadAndDeleteAsDispatcher,1.3820000000000001,2
payments.tests.utils.test_carsharing_payment_utils.TestVehicleTypePricing,1.3460000000000003,2
users.tests.third_party.test_jumio.TestJumioUnsubmittedStatusChangeByCallback,1.3239999999999998,2
trips.tests.models.test_scheduled_trip_requests.TestScheduledTripRequestUserGroupExemption,1.315,2
payments.tests.tasks.test_payments.TestSendRefundEmailReceiptData,1.261,2
services.tests.apis.v3.test_services.TestServiceActivePricingOperations,1.2469999999999999,2
vehicle_automation.tests.test_automation_apis.TestAutomationAlertsServiceManagerAPITestCase,1.21,2
trips.tests.models.test_trips.TestUnAssignableTripAfterDriverArrivedAt,1.193,2
vehicles.tests.apis.v3.test_carsharing_vehicles.TestStaffServiceBasedV3VehiclesFilteringForStaff,1.168,2
users.tests.apis.test_drivers.TestDriverQuerySetFiltering,1.14,2
payments.tests.apis.v3.test_membership.TestMembershipAPIAsCustomer,1.134,2
rentals.tests.tasks.test_notify_start_parked_time.TestNotifyStartParkedTime,1.0859999999999999,2
websockets.tests.apis.test_notifications.NotificationsTestCaseAsCustomer,1.067,2
django_utils.tests.utils.test_email_utils.TestUserEmail,1.0419999999999998,2
locations.tests.apis.test_kiosks.TestKioskAPIAsDispatcher,0.9970000000000001,2
hardware_sdk_otakeys.tests.test_interface.TestGetRentalSummary,0.9920000000000001,2
users.tests.tasks.test_user_timed_password_reset.TestTimedPasswordResetNotificationTasks,0.98,2
hardware_sdk_mensa.tests.test_signals.TestVehicleSignals,0.952,2
hardware.tests.hal.test_utils.TestIntegrationUtils,0.9060000000000001,2
rest_utils.tests.test_authentication.TestAuthenticationWithExpiredPassword,0.9019999999999999,2
payments.tests.payment_providers.test_braintree_api.TestBraintreeAPI,0.8889999999999999,2
services.tests.utils.test_unit_utils.DistanceUnitTests,0.833,2
websockets.tests.apis.test_bindings.PostBindingFilterGroupNameTest,0.824,2
services.tests.apis.v2.test_settings_api.TestRidesharingPricing,0.7969999999999999,2
trips.tests.apis.test_create_trip.TestCreateKioskTrip,0.788,2
rentals.tests.utils.test_carsharing_validation_utils.CarsharingSkipChargingBusinessCardValidationTestCase,0.7669999999999999,2
users.tests.utils.test_notifications.PasswordResetTestCase,0.755,2
pricing_engine.tests.test_engine.TestMultiplePricingRulesWithBlocks,0.736,2
firebase.tests.test_push_notifications.TestFCMNotifications,0.727,2
trips.tests.serializers.test_trips.TripSerializerTestCase,0.698,2
locations.tests.utils.test_locations.TestCreateLocationsFromKML,0.669,2
vehicles.tests.apis.v3.test_registered_hw_devices.TestAsAdmin,0.653,2
afm_integration.tests.test_afm_rule_engine_integration.AFMRuleEngineClientExceptionsTests,0.625,2
users.tests.apis.v2.test_carsharing_customers.TestCarsharingCustomerResendVerification,0.617,2
services.tests.apis.test_service_periods.TestServicePeriodAPIAsServiceManager,0.604,2
vehicles.tests.apis.v3.test_carsharing_vehicles.TestVehiclesAsDifferentSupplierForSpecialVehicleAPI,0.59,2
services.tests.serializers.test_configurations.TestRidesharingServiceSerializer,0.581,2
django_utils.tests.utils.test_json_logger.TestJsonLoggerWithDjangoApp,0.568,2
payments.tests.utils.test_payment_utils.TestGrantCreditRefund,0.542,2
documents.tests.apis.test_document.TestDocumentAPI,0.533,2
ops_center.tests.analytics.test_reports.TestTripReportsSubscriptionAPIAsSystemAdmin,0.503,2
test_utils.test_doctests.DocTests,0.49900000000000005,2
hardware_sdk_mensa.tests.test_webhooks.TestMensaPushEnvironmentChanged,0.492,2
services.tests.models.test_outages.TestOverloadEventManager,0.48600000000000004,2
users.tests.signals.test_carsharing_customers.TestDriversLicenseSignals,0.466,2
rentals.tests.apis.test_rental_estimate_operations.TestRentalEstimateOperations,0.4620000000000001,2
promotions.tests.utils.test_promotion_eligibility_processors.EligibilityProcessorI18NTest,0.442,2
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecification,0.421,2
hardware_sdk_geotab.tests.test_geotab_task.TestAddHWStatusToGeotabVehicle,0.418,2
users.tests.apis.v3.test_carsharing_customers.TestCustomerIdentityVerificationV3,0.405,2
users.tests.apis.test_whitelisted_ip.TestWhiteListedIpsAPI,0.385,2
services.tests.models.test_services.TestServiceSettings,0.381,2
hardware_sdk_invers.tests.test_telematics_processing.TestInversTelematicsProcessing,0.365,2
vehicles.tests.utils.test_telematics.TestProcessTelematicsFilter,0.351,2
payments.tests.payment_providers.test_stripe_api.TestStripeChargeCustomer,0.349,2
trips.tests.apis.test_trips.TestTripTasksAsDispatcher,0.343,2
pipelines.tests.apis.v3.test_external_schema_api.ExternalSchemaTests,0.327,2
vehicles.tests.apis.v3.test_registered_hw_devices.TestNoVehicle,0.321,2
calendars.tests.actions.test_actions.TestActivePricingAction,0.31100000000000005,2
hardware_sdk_otakeys.tests.test_interface.TestDeregisterVehicle,0.29,2
django_utils.tests.apis.v3.test_documentation.TestDRFAutoDocsRendering,0.284,2
calendars.tests.models.test_period_queryset.PeriodQuerySetTests,0.28,2
hardware_sdk_geotab.tests.test_interface.TestRegisterVehicle,0.276,2
payments.tests.utils.test_payment_utils.TestRefundApi,0.271,2
payments.tests.payment_providers.test_stripe_api.TestCustomerPricingViewOnly,0.246,2
locations.tests.utils.test_locations.TestLocationFromGeocode,0.245,2
hardware_sdk_geotab.tests.test_after_stop_lock_tasks.TestAfterStopLockTasks,0.23,2
vehicle_blocks.tests.test_vehicle_timeline.TestVehicleTimeLineAPIAsWorker,0.198,2
users.tests.apis.v2.test_supplier_companies.TestPermissionsAsValetSupplier,0.191,2
users.tests.models.test_users.UserPasswordHistoryTest,0.177,2
rentals.tests.utils.test_carsharing_validation_utils.TestValidateReservation,0.168,2
vehicle_blocks.tests.test_vehicle_block_data_pipeline.TestVehicleBlockTasks,0.163,2
vehicles.tests.models.test_telematics.TestTelematics,0.15200000000000002,2
app_logging.tests.utils.test_customer_device_context_utils.TestGenerateMFACode,0.148,2
services.tests.models.test_configurations.TestConfigurationCaching,0.14,2
promotions.tests.serializers.test_service_based_access_control.TestSerializerReadOnlyFields,0.127,2
payments.tests.payment_providers.test_braintree_api.TestBrainTree3DSecureFlow,0.12100000000000001,2
ops_center.tests.views.test_dispatch_ui.LoggedOutDispatcherUITestCase,0.11699999999999999,2
payments.tests.payment_providers.test_stripe_api.TestStripeCapture,0.11199999999999999,2
vehicle_lifecycle.tests.test_state_parsing.TestStateBuild,0.103,2
trips.tests.models.test_scheduled_trip_requests.TestScheduledTripRequestStatus,0.098,2
uber_integration.tests.test_client.UberClientTest,0.089,2
users.tests.apis.test_customers.TestIdentityAPIV3AsAnonymous,0.088,2
payments.tests.utils.test_carsharing_payment_utils.TestFareEstimate,0.082,2
payments.tests.payment_providers.test_stripe_api.TestStripeCustomerProfileModify,0.078,2
payments.tests.models.test_payments.TestEmailRegexValidator,0.07300000000000005,2
hardware_sdk_geotab.tests.test_interface.TestLockImmobilize,0.068,2
locations.tests.utils.test_locations.GetStreetsFromGeoCodeTestCase,0.065,2
users.tests.third_party.test_jumio.TestJumioAuthentication,0.065,2
rider_ivrs.tests.utils.test_utils.IVRSUtilsTestCase,0.053000000000000005,2
django_utils.tests.utils.test_messaging_utils.AWSConfigurationTestCase,0.053,2
hardware_sdk_invers.tests.test_interface.TestRentalSummary,0.049,2
phone_messaging.tests.utils.test_sip_trunking.TestSipTrunking,0.043,2
vehicle_cameras.tests.test_lge_requests.TestRequestForgottenObjects,0.041,2
experiments.tests.TestExperimentClient,0.031,2
rentals.tests.utils.test_scheduling_utils.TestSchedulingTasks,0.029,2
payments.tests.models.test_payments.TestPricingPeriod,0.025,2
vehicle_automation.tests.utils.test_telematics_alerts_jobs_automation.TestTelematicsEventUpdate,0.023,2
pipelines.tests.utils.test_kafka_consumer_callbacks.UserSyncTests,0.02,2
hardware_sdk_mensa.tests.test_webhooks_serializers.TestValidateEndRentalSerializer,0.012,2
locations.tests.models.test_locations.TestLocation,0.011,2
hardware_sdk_mensa.tests.test_webhooks_serializers.TestFWOTARawLogSerializer,0.008,2
django_utils.tests.test_utils.TestDeserializeJsonField,0.005,2
payments.tests.utils.test_carsharing_payment_utils.TestDistanceCapCalculation,0.005,2
django_utils.tests.utils.test_datetime_utils.TestRoundDateTimeMinutes,0.002,2
services.tests.migrations.test_serviceregistration_waive_migration.TestServiceRegistrationWaiveFee,0.002,2
rest_utils.tests.v3.test_fields.Testi18nJSONValidation,0.001,2
rentals.tests.apis.v3.test_scheduling.TestScheduledRentalRequestV3Api,136.97799999999995,3
trips.tests.apis.test_trips.TestCustomerTripActionAsBusinessAdmin,62.80499999999999,3
vehicle_automation.tests.test_automation_apis.AutomationSettingItemsAPITestCase,45.544,3
rentals.tests.apis.v3.test_rentals.TestRentalAPIAsCustomer,43.939000000000014,3
vehicle_automation.tests.utils.test_telematics_alerts_jobs_automation.TestDTCAutomation,38.75999999999999,3
trips.tests.apis.test_trips.TestCustomerTripAction,35.532,3
rentals.tests.apis.v2.test_rentals.TestRentalReceipt,34.298,3
stations.tests.test_apis.StationViewSetTest,32.705999999999996,3
rentals.tests.apis.v3.test_scheduling.TestScheduledRentalRequestSerializer,28.769000000000002,3
trips.tests.utils.test_task_ordering.OptimizingTaskOrderingTestCase,26.333999999999996,3
rentals.tests.apis.v3.test_scheduling.TestScheduledRentalRequestEndTimeUpdateAsServiceManager,22.511000000000003,3
users.tests.apis.v2.test_carsharing_customers.TestCustomerAPIV2EditAsDispatcher,21.974,3
trips.tests.apis.test_scheduled_trip_requests.TestScheduledTripAPIAsBusinessAdmin,20.641,3
vehicles.tests.utils.test_goldpin_automation.TestGoldPinVehicleGroupAutomation,19.296000000000003,3
fleet_rentals.tests.models.test_fleet_rentals.FleetRentalTestCase,17.883000000000003,3
trips.tests.utils.test_task_ordering.WavesTaskOrderingTestCase,16.915,3
rentals.tests.apis.v3.test_rentals.TestRentalAPIAsDispatcher,16.512,3
pricing_engine.tests.utils.test_criteria_functions.TestCriteriaFunctions,15.589,3
trips.tests.apis.test_trips.TestDropoffOverwritingAsDispatcher,15.104000000000001,3
payments.tests.utils.test_carsharing_payment_utils.TestGeofenceFees,14.133,3
users.tests.apis.v3.test_carsharing_customers.TestRegistrationSteps,13.514000000000001,3
payments.tests.payment_providers.test_paytm_api.TestPayTMPreauth,13.302,3
rentals.tests.apis.v3.test_scheduled_rental_addons.TestScheduledRentalRequestsAddon,12.761000000000001,3
payments_engine.tests.test_paytm_apis.TestPayTMPreauth,12.445,3
vehicles.tests.apis.v2.test_tolls.TestTollApiAsManager,12.277,3
users.tests.apis.test_favorite_drivers.TestFavoriteDrivers,11.723999999999998,3
rentals.tests.tasks.test_scheduling.TestScheduledRentalConversionFailureEmailsEdgeCases,11.366,3
users.tests.apis.test_drivers.TestAvailableDrivers,11.229999999999999,3
fleet_rentals.tests.apis.test_fleet_rentals.TestV3FleetRentals,10.976999999999999,3
driver_scheduling.tests.apis.test_zones.TestZonesAPI,10.828,3
users.tests.third_party.test_jumio.TestJumioVerification,10.508999999999999,3
services.tests.apis.test_services.TestServiceVisibilityForDriverCustomers,10.416,3
vehicle_automation.tests.test_automation_alert_to_job.TestCreateJobForAutomationAlert,10.040000000000001,3
vehicles.tests.apis.v3.test_carsharing_vehicles.TestVehicleLiveMapAsDispatcher,9.672,3
websockets.tests.apis.test_bindings.PostBindingFilterTest,9.47,3
users.tests.apis.test_customer_signup.TestCustomerSignupVerificationCode,9.296,3
payments.tests.utils.test_carsharing_payment_utils.TestCreateUpdatePaymentSendsReceipt,8.976,3
vehicles.tests.models.test_carsharing_vehicles_2.TestVehicleReservationStatusAlertUpdate,8.851,3
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,8.744,3
vehicles.tests.apis.v3.test_vehicles.TestVehicleTypeV3API,8.656,3
services.tests.apis.v3.test_carsharing_services.TestCarsharingServicesAPIV3AsCustomer,8.408999999999999,3
rentals.tests.apis.v3.test_scheduling.TestScheduledRentalRequestAssignment,8.301,3
hardware.tests.hal.test_tasks.TestCalculateAndChargeMensaRental,8.077,3
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMapping,7.923000000000001,3
payments.tests.apis.test_customers_cards.TestMultiCardSupport,7.681,3
uber_integration.tests.test_oauth_authenticate.UberOauthLoginTest,7.537999999999999,3
vehicle_automation.tests.utils.test_transactional_alerts_jobs_automation.TestTransactionalRuleVehicleWithDamageConditions,7.412000000000001,3
vehicles.tests.utils.test_vehicle_transition_utils.TestTransitionFromGoldPin,7.141,3
users.tests.apis.v3.test_customers.TestCustomerEmailValidation,6.988000000000001,3
users.tests.third_party.test_jumio.TestJumioProcessingStatusChangeByCallback,6.753,3
payments.tests.utils.test_carsharing_payment_utils.TestScheduledRentalRequestsPaymentUtils,6.47,3
stations.tests.test_apis.StationViewSetTestShape,6.234,3
trips.tests.apis.test_scheduled_trip_requests.TestCustomerScheduledTripRequestCancellationWithWallet,6.117999999999999,3
users.tests.apis.v3.test_carsharing_customers.TestStaffServiceBasedV3CustomersFiltering,5.920999999999999,3
vehicles.tests.apis.test_vehicle_admin.TestRecurringAlertNotification,5.687,3
vehicles.tests.apis.test_vehicle_apis.VehiclesAPITestCase,5.612,3
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,5.4620000000000015,3
services.tests.apis.v3.test_services.TestServiceVisibilityForCustomers,5.372,3
users.tests.apis.test_dispatch_drivers.TestDispatchDriverAdmin,5.265000000000001,3
users.tests.signals.test_registration.TestBusinessRegistrationComplete,5.088999999999999,3
stations.tests.test_apis.StationViewSetTestAddRemoveVehicles,4.85,3
vehicle_automation.tests.utils.test_transactional_alerts_jobs_automation.TestTransactionalRuleLongDuration,4.846,3
vehicle_lifecycle.tests.test_lifecycle_signals.TestVehicleLifeCycleSignals,4.764,3
users.tests.apis.v3.test_customers.TestCustomerContactAPI,4.686999999999999,3
rentals.tests.apis.v3.test_rentals.TestScheduledRentalsAPIAsSupplierManager,4.644,3
vehicle_automation.tests.utils.test_transactional_alerts_jobs_automation.TestTransactionalRuleVehicleNotUsed,4.555,3
trips.tests.apis.test_create_trip.TestTripCreationAsDispatcher,4.462000000000001,3
driver_scheduling.tests.apis.test_slots.TestSlotsAPIAsDriver,4.431,3
trips.tests.apis.test_etas.TestWaveETAEstimates,4.204000000000001,3
users.tests.apis.v2.test_usergroups.TestStaffServiceBasedV2UserGroupsFiltering,4.1499999999999995,3
driver_scheduling.tests.models.test_slots.TestDriverSlots,4.13,3
services.tests.models.test_carsharing_services.TestServices,4.058,3
trips.tests.apis.test_trips.TestDispatcherActionsOnKioskTrips,3.995,3
users.tests.apis.v2.test_carsharing_customers.TestPINResendV2,3.899,3
payments.tests.apis.v3.test_plan.TestPlanAPI,3.793,3
driver_scheduling.tests.models.test_slots.TestDriverAssignment,3.745,3
services.tests.signals.test_services.ServiceUnauthorizedVehiclesAccessTestCase,3.625,3
rentals.tests.tasks.test_scheduling.TestSRRSchedulingPaymentsFlow,3.572,3
payments.tests.utils.test_carsharing_payment_utils.TestShortTripFareCalculation,3.4480000000000004,3
tickets.tests.test_v2_apis.TestTicketsAPI,3.4160000000000004,3
trips.tests.apis.test_scheduled_trip_requests.TestScheduledTripWavesRedispatchUnreadyTrips,3.3419999999999996,3
users.tests.apis.v2.test_carsharing_customers.TestDispatcherAPIV2DriverLicenseBgChecks,3.311,3
vehicles.tests.apis.v3.test_carsharing_vehicles.TestStaffServiceBasedV3VehiclesFilteringForSystemAdmins,3.287,3
driver_scheduling.tests.apis.test_zones.TestZonesAPIAsDriver,3.166,3
services.tests.models.test_service_periods.TestServicePeriod,3.1370000000000005,3
users.tests.tasks.test_auto_classify.TestAutoClassifyTask,3.044,3
users.tests.utils.test_customer_utils.TestImportCSV,3.003,3
vehicles.tests.apis.v2.test_carsharing_vehicles.TestVehicleAPIUpdateGroupsAsDispatcher,2.989,3
driver_scheduling.tests.apis.test_slots.TestAssignmentsAsDriver,2.876,3
trips.tests.serializers.test_trips.TestTripTaskSerializer,2.8440000000000003,3
payments.tests.apis.v3.test_apis.TestV3PaymentProcessorAuthToken,2.8100000000000005,3
users.tests.apis.test_radio_stations.TestRadioStationAsCustomer,2.779,3
users.tests.apis.test_customers.TestCustomersUserGroupsFilter,2.761,3
service_regions.tests.test_serviceregions.TestServiceAreaMultiService,2.695,3
vehicles.tests.signals.test_carsharing_vehicles.TestVehicleSignals,2.675,3
trips.tests.models.test_scheduled_trip_requests.TestScheduledTripRequestActions,2.605,3
users.tests.apis.v2.test_carsharing_customers.TestCustomer,2.5860000000000003,3
users.tests.apis.test_carsharing_customers.TestCustomerEditAsDispatcher,2.572,3
users.tests.signals.test_registration.TestRegistrationComplete,2.4619999999999997,3
vehicles.tests.apis.v2.test_carsharing_vehicles.VehicleUpdateV2APITestCase,2.4549999999999996,3
websockets.tests.apis.test_scheduling.ScheduledRentalRequestTestCustomer,2.395,3
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,2.3890000000000002,3
payments.tests.payment_providers.test_paytm_api.TestPayTMValidation,2.3120000000000003,3
vehicles.tests.utils.test_telematics.TestProcessTelematicsUpdate,2.283,3
trips.tests.apis.test_create_trip.TestTripCreationAsComboDispatcherRider,2.266,3
trips.tests.models.test_scheduled_trip_requests.TestScheduledTripRequestCancellation,2.248,3
promotions.tests.utils.test_eligibility_utils.TestEligibilityUtils,2.213,3
maps.tests.utils.test_travel_durations.TestGetTravelDurations,2.166,3
trips.tests.apis.test_scheduled_trip_requests.TestDriverManagerScheduledTripRequestList,2.165,3
hardware.tests.hal.test_integration.TestMensaPrivateMode,2.12,3
vehicles.tests.apis.v3.test_carsharing_vehicles.TestVehiclesAsSupplierManagerForSpecialVehicleAPI,2.1039999999999996,3
hardware_sdk_continental.tests.test_vehicle_register_deregister.TestContinentalVehicleRegisterDeregister,2.051,3
users.tests.apis.test_customers.TestDispatcherFilterCustomers,2.025,3
vehicle_lifecycle.tests.test_apis.LifeCycleStepsAPITestCase,1.976,3
locations.tests.serializers.test_locations.TestLocationValidation,1.9560000000000002,3
pipelines.tests.utils.test_kafka_consumer_callbacks.JobUpdateTests,1.935,3
rest_utils.tests.test_authentication.TestMFAResendAPI,1.907,3
rentals.tests.serializers.test_scheduled_rentals_requests.TestScheduledRentalRequestUserGroupExemption,1.825,3
